duration,protocol_type,src_bytes,dst_bytes,count,label
0,0,235,1695,10,0
0,0,0,0,247,1
0,1,31,0,1,0
0,2,520,0,459,1
0,0,0,0,103,1
0,0,272,3874,2,0
0,0,0,0,202,1
0,2,1032,0,511,1
0,0,183,8939,14,0
0,0,0,0,230,1
0,0,0,0,295,1
0,0,0,0,138,1
0,0,0,0,268,1
28,0,701,2070,1,0
0,0,218,670,10,0
0,0,0,0,9,1
0,1,48,48,1,0
6,0,1376,333,2,0
0,0,0,0,275,1
0,0,0,0,2,1
0,0,212,9911,4,0
0,0,291,26097,22,0
0,0,0,0,124,1
0,0,0,0,290,1
0,0,0,0,292,1
0,0,311,488,22,0
0,0,227,1248,3,0
0,0,216,4591,13,0
0,0,211,2156,3,0
0,0,0,0,87,1
0,0,377,12591,5,0
0,1,30,0,1,0
0,1,44,129,13,0
0,0,0,0,259,1
0,0,0,0,235,1
0,0,0,0,204,1
3,0,1836,331,1,0
0,0,0,0,104,1
0,1,1,0,11,1
0,0,295,1503,3,0
0,0,0,0,113,1
0,0,281,3816,8,0
0,0,368,1856,8,0
0,2,1032,0,511,1
0,0,0,0,1,0
0,1,46,74,182,0
0,0,237,3381,1,0
0,0,280,3307,7,0
0,0,0,0,66,1
0,0,0,0,236,1
0,0,349,458,24,0
24,0,235,768,1,0
1,0,670,331,1,0
0,1,105,0,2,0
0,1,43,135,79,0
24,0,336,1052,1,0
0,0,282,4060,2,0
0,0,10261,0,12,0
0,0,307,3712,7,0
0,0,0,0,146,1
0,0,1209,336,1,0
0,1,1,0,13,1
0,0,312,8819,6,0
0,0,6062,0,13,0
0,2,1032,0,511,1
0,1,45,135,165,0
0,0,0,0,142,1
0,0,0,0,247,1
0,1,44,128,74,0
0,0,0,0,272,1
0,0,267,11375,1,0
0,0,219,495,26,0
0,0,0,0,197,1
0,0,274,4841,3,0
0,0,0,0,113,1
0,0,204768,332,1,0
0,0,348,8143,8,0
0,0,207,667,5,0
0,0,748,0,1,0
0,0,0,0,129,1
0,0,321,536,1,0
0,0,250,7176,6,0
0,0,1388,391,2,0
0,1,105,146,1,0
0,0,0,0,85,1
0,2,30,0,2,0
0,0,0,0,89,1
0,0,0,0,210,1
0,0,331,1483,2,0
0,1,44,44,113,0
0,0,0,0,12,1
0,0,0,0,202,1
0,0,0,0,246,1
0,2,18,0,1,1
0,0,0,0,41,1
0,0,641,0,1,0
0,2,182,0,6,0
0,0,0,0,5,1
0,0,918,329,1,0
0,1,1,0,43,1
0,0,311,1426,16,0
0,0,0,0,100,1
0,0,0,0,190,1
0,0,0,0,229,1
0,1,45,82,218,0
0,0,0,0,253,1
0,0,0,0,78,1
0,0,206,313,18,0
0,0,221,1355,21,0
0,0,247,807,14,0
0,0,0,0,511,0
0,0,0,0,239,1
0,1,46,46,15,0
0,2,1032,0,182,1
0,1,46,46,212,0
0,0,368,424,42,0
0,0,0,0,42,1
0,0,0,0,29,1
0,0,233,4097,1,0
0,0,209,1155,34,0
9,0,103,1448,1,0
0,0,274,1981,1,0
0,1,105,146,1,0
0,0,9,38,1,0
0,0,288,7367,12,0
0,0,0,0,192,1
37370,0,1,0,2,1
0,0,0,0,229,1
0,0,0,0,296,1
0,0,0,0,121,1
0,0,195,2150,3,0
0,0,0,0,213,1
0,0,0,0,114,1
0,0,320,6250,2,0
0,0,215,4727,21,0
1,0,1303,369,1,0
0,0,230,465,6,0
0,0,0,0,248,1
0,1,45,45,151,0
0,0,0,0,265,1
0,0,0,0,218,1
0,0,10220,0,3,0
0,1,42,75,182,0
0,0,338,649,5,0
0,0,0,0,282,1
0,0,0,0,252,1
0,0,0,0,40,1
0,0,296,275,8,0
0,0,218,3166,17,0
0,0,324,1809,13,0
0,0,0,0,100,1
0,0,0,0,120,1
0,0,0,0,22,1
0,0,243,1012,23,0
0,0,15876,0,16,0
0,0,215,2735,6,0
0,0,0,0,23,1
0,1,105,146,1,0
0,0,0,0,511,1
0,2,30,0,1,0
0,0,0,0,128,1
0,0,0,0,252,1
0,0,1267,335,1,0
38977,0,1,0,2,1
0,0,0,0,233,1
0,0,0,0,251,1
0,0,173,1737,1,0
0,1,44,131,76,0
0,0,303,1547,17,0
0,1,1,0,26,1
0,0,241,3236,7,0
0,0,0,0,34,1
0,1,28,0,52,1
0,0,0,0,182,1
0,0,0,0,1,0
0,0,0,0,134,1
0,0,1682,328,1,0
0,0,200,4763,31,0
0,1,44,44,78,0
0,1,31,0,1,0
0,0,0,0,1,0
0,0,0,0,124,1
0,0,274,2920,2,0
0,2,8,0,1,1
0,0,0,0,149,1
16513,0,1,0,2,1
0,0,372,415,3,0
0,0,0,0,2,0
0,0,0,0,108,1
2,0,2526,372,1,0
0,0,0,0,246,1
0,1,1,0,29,1
0,0,316,1382,16,0
0,0,317,1571,4,0
0,0,0,0,218,1
0,0,278,563,6,0
0,0,0,0,273,1
10946,0,109,3245,1,0
0,0,1010,0,2,0
0,0,194,0,2,0
0,0,238,1625,6,0
0,0,229,1483,18,0
0,0,0,0,218,1
0,0,310,2402,15,0
0,0,0,0,80,1
0,1,48,98,3,0
2349,1,147,105,1,0
3,0,1996,329,1,0
0,0,334,0,2,1
0,0,0,0,296,1
0,0,0,0,126,1
0,0,0,0,136,1
0,0,319,1551,11,0
0,0,370,203,25,0
0,0,383,0,2,0
0,0,0,0,1,0
0,0,0,0,1,0
0,2,8,0,1,1
0,0,0,0,39,1
0,0,0,0,195,1
0,1,45,137,98,0
0,1,45,80,154,0
0,1,44,135,69,0
0,0,54540,8314,6,1
0,0,295,12771,1,0
0,0,0,0,261,1
0,1,516,4,183,0
0,0,0,0,149,1
0,0,0,0,277,1
0,0,224,318,10,0
0,0,0,0,118,1
0,0,0,0,44,1
0,0,0,0,31,1
0,0,0,0,146,1
0,0,748,332,1,0
0,0,197,1363,13,0
0,0,0,0,260,1
0,0,0,0,114,1
27,0,1481,4152,1,0
0,0,0,0,85,1
0,0,0,0,130,1
0,0,1,4,1,0
0,0,366,1644,10,0
0,0,0,0,221,1
0,0,221,4951,24,0
0,0,54540,8314,2,1
0,2,8,0,1,1
0,0,0,0,137,1
0,0,0,0,286,1
0,0,246,0,2,1
0,2,18,0,1,1
0,0,174,7737,2,0
0,1,44,70,216,0
0,2,8,0,1,1
4,1,46,112,8,0
0,0,0,0,133,1
0,0,0,0,218,1
0,2,520,0,484,1
0,0,295,2531,3,0
0,1,1,0,17,1
0,0,0,0,217,1
0,0,232,13341,7,0
0,0,215,626,16,0
0,0,0,0,126,1
0,0,306,491,25,0
0,0,0,0,123,1
0,0,10,37,2,0
0,2,8,0,1,1
0,0,0,0,109,1
2586,1,146,105,5,0
0,2,8,0,1,1
0,0,0,0,210,1
0,1,28,0,88,1
0,0,687,333,1,0
0,0,213,1400,22,0
0,0,331,2263,5,0
0,0,0,0,291,1
0,0,107,424,3,0
0,0,0,0,234,1
0,0,280,18968,2,0
0,0,0,0,145,1
0,0,366,9979,4,0
0,0,0,0,118,1
0,0,0,0,136,1
0,0,0,0,101,1
0,0,251,272,2,0
13,1,42,42,12,0
0,0,0,0,139,1
0,0,0,0,125,1
0,0,0,0,90,1
0,0,1356,331,1,0
0,0,59,0,11,0
0,0,350,590,1,0
0,0,0,0,104,1
0,0,2764,334,3,0
0,1,28,0,57,1
0,0,884,0,1,0
0,0,262,2539,1,0
0,0,128,239,1,0
0,0,465,296,20,0
0,0,0,0,116,1
0,0,236,7610,14,0
0,0,211,356,8,0
0,0,1518,330,1,0
0,0,0,0,25,1
0,1,105,145,1,0
0,0,0,0,1,0
0,0,0,0,133,1
0,0,0,0,35,1
0,0,0,0,73,1
6,0,104,1554,1,0
0,0,0,0,234,1
0,0,0,0,149,1
0,2,1032,0,511,1
0,0,0,0,138,1
0,0,228,2839,5,0
0,0,0,0,1,1
0,0,0,0,239,1
0,0,0,0,113,1
0,2,8,0,1,1
0,0,207,2091,10,0
0,0,0,0,2,1
0,0,149,3177,2,0
0,0,252,0,2,0
0,2,8,0,1,1
0,0,0,0,188,1
0,2,1032,0,511,1
0,0,0,0,213,1
0,0,206,1719,3,0
0,2,520,0,60,1
0,0,207,708,4,0
0,0,0,0,96,1
0,0,309,296,12,0
0,0,7767,0,1,0
0,0,208,1778,3,0
0,0,162,2778,3,0
0,0,246,10597,5,0
0,0,35,130,1,0
0,0,334,4367,3,0
0,0,0,0,191,1
0,0,4539,0,14,0
0,0,748,0,1,0
0,0,0,0,127,1
0,1,44,116,214,0
11338,0,156,57238,1,0
0,0,153,35215,1,0
0,0,0,0,141,1
0,0,317,2491,4,0
4852,1,146,105,2,0
0,0,900,337,1,0
0,0,0,0,1,0
0,0,0,0,222,1
0,0,240,866,13,0
15,0,0,0,1,1
28,0,991,3081,1,0
0,0,0,0,109,1
0,0,1146,337,1,0
0,0,0,0,68,1
0,0,262,926,1,0
0,0,0,0,193,1
0,0,0,0,153,1
0,0,344,7333,10,0
0,0,0,0,204,1
0,0,317,1040,9,0
0,0,0,0,265,1
0,0,208,458,17,0
0,0,257,87461,2,0
0,0,0,0,128,1
0,1,34,50,3,0
0,1,44,74,248,0
0,0,0,0,207,1
0,1,48,48,1,0
0,1,105,146,1,0
0,0,217,458,8,0
0,0,0,0,276,1
0,2,78,0,14,0
21846,0,1,0,2,1
0,0,607,0,2,0
0,0,0,0,84,1
0,0,0,0,49,1
0,1,1,0,5,1
0,2,8,0,1,1
2,0,84,18,1,0
0,0,272,3373,4,0
0,0,0,0,220,1
0,0,5891,0,17,0
0,0,239,3252,19,0
0,0,0,0,199,1
0,0,292,10180,7,0
0,0,168,2944,1,0
0,1,44,72,133,0
0,0,351,725,10,0
0,0,268,279,1,0
0,0,301,634,4,0
571,0,477,2196,1,0
2,0,1263,2451,1,1
0,0,0,0,142,1
0,0,0,0,2,1
0,0,0,0,231,1
0,2,1032,0,511,1
0,0,317,596,10,0
0,0,258,44324,1,0
0,0,0,0,246,1
4280,1,146,105,2,0
0,0,0,0,268,1
0,0,0,0,1,1
0,0,0,0,219,1
0,0,222,1461,1,0
0,0,126,179,2,1
0,0,295,588,3,0
0,1,45,82,169,0
0,0,0,0,76,1
0,0,0,0,149,1
0,2,8,0,1,1
0,0,276,6052,1,0
0,0,0,0,267,1
0,0,0,0,221,1
0,0,223,655,13,0
0,0,0,0,54,1
0,1,46,72,289,0
0,0,371,296,15,0
0,1,1,0,48,1
0,0,283,809,27,0
0,0,310,1331,6,0
0,0,252,258,25,0
0,0,0,0,130,1
0,0,242,462,23,0
0,1,105,146,7,0
0,0,0,0,153,1
0,0,297,526,14,0
0,0,0,0,162,1
2,0,1079,371,1,0
0,0,225,544,1,0
0,0,208,1626,8,0
0,0,0,0,213,1
0,0,0,0,19,1
0,0,0,0,299,1
0,0,222,2985,5,0
0,0,29200,2920,4,1
0,0,0,0,98,1
0,0,310,3222,3,0
0,0,0,0,158,1
0,2,8,0,1,1
0,1,105,147,7,0
0,0,0,0,118,1
0,0,0,0,272,1
0,0,294,2302,23,0
22,0,323,1054,1,0
0,0,0,0,46,1
3,0,12910,1372,1,0
0,0,0,0,203,1
0,0,0,0,131,1
0,0,0,0,122,1
0,0,0,0,267,1
0,0,336,3915,2,0
0,0,0,0,1,1
0,0,300,1380,1,0
0,0,306,1437,2,0
0,0,0,0,206,1
0,0,2162,334,1,0
0,0,228,1899,7,0
0,0,2182,328,1,0
1,0,758,332,1,0
0,0,0,0,121,1
0,0,334,0,1,1
5044,0,5131424,0,1,1
0,1,46,136,83,0
0,0,280,461,5,0
0,2,8,0,1,1
0,0,295,11111,11,0
0,0,314,476,6,0
0,0,310,3222,6,0
0,1,44,132,79,0
0,2,8,0,1,1
0,2,520,0,16,1
0,0,0,0,226,1
0,1,1,0,5,1
0,0,247,171,3,0
0,0,0,0,89,1
0,0,2192,397,1,0
0,0,245,588,22,0
0,0,1116,333,1,0
0,0,1338,412,1,0
0,0,2315,328,1,0
0,2,520,0,363,1
0,0,970,388,1,0
0,0,0,0,205,1
0,2,18,0,1,1
0,0,0,0,240,1
0,0,209,738,9,0
0,0,0,0,509,1
0,0,0,0,236,1
0,0,0,0,224,1
0,0,0,0,119,1
0,0,228,12922,8,0
0,0,0,0,224,1
0,0,0,0,35,1
0,0,0,0,360,1
0,0,0,0,202,1
0,0,12,0,1,0
0,1,44,44,165,0
0,0,321,2168,3,0
0,0,0,0,1,1
0,2,1032,0,17,1
0,0,0,0,101,1
0,0,145,13236,1,0
0,0,0,0,160,1
0,0,0,0,209,1
0,2,520,0,487,1
0,2,8,0,1,1
0,0,234,808,6,0
0,0,0,0,203,1
0,0,0,0,280,1
0,0,217,6763,3,0
0,0,256,8708,1,0
0,2,1032,0,511,1
0,0,0,0,102,1
0,0,316,540,13,0
0,0,0,0,267,1
0,0,231,7240,9,0
0,0,268,9518,1,0
0,0,0,0,174,1
0,0,987,359,1,0
0,0,0,0,109,1
0,1,46,130,77,0
0,0,334,0,1,1
0,0,320,269,15,0
0,1,46,133,79,0
0,0,35195,0,21,0
8,0,0,0,1,1
0,0,0,0,125,1
0,0,0,0,212,1
0,0,228,3749,5,0
0,0,221,21761,8,0
0,1,1,0,14,1
0,0,0,0,141,1
0,0,0,0,277,1
0,0,0,0,221,1
0,0,338,10311,5,0
37728,0,1,0,2,1
0,0,0,0,1,0
0,2,1032,0,240,1
0,0,616,362,1,0
0,0,0,0,282,1
0,0,285,812,5,0
0,0,289,295,10,0
0,0,143,9578,1,0
0,1,44,132,113,0
0,0,316,176,21,0
17964,0,1,0,2,1
0,1,105,147,3,0
0,0,0,0,101,1
0,0,0,0,98,1
0,1,44,134,257,0
0,0,0,0,146,1
0,0,0,0,1,0
0,0,4316,0,9,0
0,0,2381,279,1,0
0,0,0,0,126,1
0,0,234,5280,7,0
2217,1,147,105,1,0
0,0,0,0,172,1
0,1,44,136,159,0
0,0,0,0,103,1
0,0,260,419,1,0
0,0,325,277,2,0
0,0,74,0,1,0
0,0,257,418,1,0
0,0,0,0,231,1
0,1,105,147,1,0
0,0,0,0,2,1
0,2,30,0,1,0
0,0,214,761,2,0
0,0,272,15626,1,0
0,0,297,543,15,0
0,0,0,0,189,1
0,0,218,259,17,0
0,0,0,0,277,1
0,0,0,0,1,1
0,0,203,983,17,0
0,0,641,0,1,0
0,0,0,0,215,1
0,0,0,0,111,1
0,0,0,0,133,1
0,0,312,422,19,0
0,0,288,4962,9,0
0,0,0,0,275,1
0,0,0,0,88,1
6,0,1470,414,1,0
0,0,234,1596,6,0
0,1,44,76,257,0
0,0,0,0,236,1
0,0,0,0,140,1
0,0,0,0,43,1
0,0,0,0,1,0
0,0,0,0,217,1
0,0,0,0,216,1
0,0,6,137,1,0
2,0,0,0,383,1
0,0,0,0,272,1
0,0,0,0,144,1
0,0,214,1460,10,0
0,1,44,70,27,0
0,0,0,0,249,1
0,0,232,960,12,0
0,0,0,0,236,1
0,0,0,0,511,1
0,1,43,130,68,0
0,0,335,1849,6,0
0,2,520,0,436,1
0,0,0,0,1,0
0,1,45,142,213,0
70,0,175,15165,1,0
0,0,0,0,136,1
0,0,237,11283,24,0
0,0,238,6406,5,0
0,0,312,1373,5,0
0,0,0,0,511,1
0,0,335,18840,12,0
0,0,300,2651,3,0
0,0,219,2963,3,0
0,1,46,82,142,0
0,0,235,446,21,0
0,0,0,0,241,1
0,2,78,0,37,0
0,0,0,0,136,1
0,0,700,325,1,0
2,0,1233,2451,1,1
0,0,231,655,42,0
0,0,0,0,249,1
0,0,289,765,3,0
0,0,0,0,286,1
0,0,0,0,199,1
0,0,307,1380,3,0
0,0,0,0,216,1
0,1,48,48,1,0
0,1,28,0,33,1
0,0,0,0,284,1
0,0,0,0,229,1
0,1,105,147,8,0
0,0,0,0,213,1
0,0,206,285,18,0
0,0,197,2622,12,0
0,2,8,0,1,1
1,0,904,328,1,0
0,0,0,0,217,1
0,0,8,141,1,0
0,0,519,9166,16,0
1,0,988,328,1,0
0,0,0,0,128,1
0,0,0,0,231,1
0,0,0,0,511,1
0,1,44,139,73,0
0,2,30,0,1,0
0,0,286,1630,3,0
0,0,2171,338,1,0
0,0,331,8415,2,0
0,0,0,0,330,1
1,0,92994,329,1,0
0,0,0,0,273,1
0,0,0,0,509,1
0,0,0,0,107,1
0,0,0,0,294,1
0,0,297,2542,21,0
0,0,4539,0,20,0
0,0,307,633,2,0
0,0,188,733,7,0
0,0,358,11355,5,0
0,0,0,0,1,1
0,0,13,39,1,0
0,0,383,0,1,0
0,0,247,756,37,0
0,2,8,0,1,1
0,0,0,0,227,1
0,0,221,6480,20,0
0,0,178,368,2,0
0,2,30,0,1,0
20,0,245,774,1,0
0,0,0,0,71,1
0,0,0,0,6,1
0,0,0,0,208,1
0,0,313,1920,8,0
0,0,314,810,19,0
0,0,212,5415,11,0
0,0,316,7333,12,0
0,0,383,0,2,0
0,0,0,0,210,1
0,0,0,0,137,1
0,0,311,1115,24,0
1,0,1132,331,1,0
4,0,2194619,0,4,0
0,0,59,0,3,0
0,2,8,0,1,1
0,0,250,608,25,0
0,2,20,0,1,1
0,2,78,0,54,0
1,0,0,0,151,1
0,0,264,1446,2,0
0,0,0,0,134,1
3779,1,145,105,11,0
13,0,1676,366,1,0
0,0,0,0,130,1
0,0,0,0,511,1
0,1,46,46,11,0
0,0,0,0,257,1
0,0,0,0,286,1
0,0,257,3085,22,0
0,0,319,0,2,0
0,0,1103,331,1,0
0,0,194,321,26,0
25,0,134,1004,1,0
0,0,0,0,1,0
0,1,45,78,143,0
0,1,1,0,13,1
0,0,0,0,245,1
0,0,247,589,7,0
0,0,2615,326,2,0
0,0,0,0,145,1
0,0,241,2474,6,0
590,0,1,0,2,1
0,0,0,0,231,1
0,0,225,1905,38,0
0,0,0,0,77,1
0,0,227,573,17,0
0,0,172,0,1,0
0,0,0,0,215,1
0,0,210,3783,3,0
0,0,333,920,17,0
0,0,314,5422,8,0
0,0,202,421,13,0
0,0,294,9833,28,0
0,0,0,0,170,1
0,0,0,0,118,1
0,0,346,465,7,0
0,0,276,345,1,0
0,0,8,0,1,0
0,0,0,0,232,1
0,1,44,127,43,0
0,0,194,7197,2,0
0,0,344,10714,3,0
0,0,360,269,12,0
0,0,0,0,271,1
0,0,0,0,130,1
14,0,140,3222,1,0
0,0,200,955,5,0
0,0,0,0,51,1
0,0,0,0,9,1
0,0,0,0,269,1
12571,1,146,105,1,0
0,1,105,146,6,0
0,0,294,655,7,0
0,0,766,331,1,0
0,0,0,0,143,1
0,0,186,4841,3,0
0,1,45,71,152,0
0,2,1032,0,300,1
0,0,0,0,191,1
0,0,212,728,6,0
0,1,44,44,107,0
0,0,204,1487,13,0
0,0,0,0,257,1
0,0,213,810,35,0
0,0,259,5170,6,0
0,1,28,0,17,1
0,0,0,0,140,1
0,2,1032,0,511,1
3980,1,146,105,1,0
0,0,0,0,148,1
0,0,195,1254,20,0
20,0,233,770,1,0
0,0,11600,1431,1,0
0,0,0,0,241,1
0,1,105,146,5,0
0,0,0,0,253,1
0,1,46,76,8,0
0,2,18,0,1,1
0,1,207,0,2,1
0,0,0,0,145,1
0,1,44,110,1,0
5,0,125,236,1,0
0,0,0,0,140,1
1,0,0,0,14,1
0,0,336,1352,9,0
0,0,0,0,59,1
0,0,0,0,2,1
10,1,105,146,2,0
0,2,1032,0,511,1
0,0,0,0,25,1
0,0,303,2516,3,0
0,1,516,4,344,0
0,2,183,0,2,0
0,0,229,1157,4,0
0,1,45,114,12,0
0,2,8,0,1,1
23,0,227,765,1,0
0,0,0,0,127,1
0,0,196,30427,2,0
0,0,231,5370,4,0
0,0,0,0,251,1
0,2,8,0,1,1
0,0,216,2075,3,0
0,0,0,0,108,1
0,0,727,328,1,0
0,0,0,0,103,1
0,0,322,322,6,0
0,0,0,0,1,1
0,0,0,0,351,1
0,1,43,107,2,0
0,0,0,0,119,1
0,2,520,0,478,1
0,0,0,0,281,1
0,0,0,0,142,1
10,0,0,5150180,1,1
0,0,0,0,130,1
0,0,302,1075,3,0
0,0,0,0,114,1
0,0,0,0,249,1
0,0,0,0,195,1
0,0,0,0,214,1
0,1,105,105,10,0
0,0,316,267,5,0
0,2,1032,0,352,1
5,1,105,145,2,0
25,0,339,1072,1,0
0,1,43,71,165,0
0,0,326,982,3,0
0,0,230,15121,5,0
0,0,0,0,115,1
0,0,161,15087,2,0
0,0,226,383,4,0
0,0,0,0,255,1
0,0,0,0,510,1
0,0,0,0,238,1
0,0,0,0,106,1
0,0,0,0,242,1
0,0,0,0,408,1
0,0,0,0,244,1
0,0,0,0,188,1
0,0,0,0,218,1
0,0,54540,8314,4,1
36700,0,1,0,2,1
0,0,0,0,112,1
0,0,0,0,94,1
0,0,245,357,7,0
0,0,0,0,134,1
0,0,0,0,261,1
0,0,266,771,12,0
0,0,1012,331,1,0
0,0,228,1247,17,0
0,0,1020,326,1,0
0,0,281,758,1,0
0,0,333,5726,5,0
0,0,0,0,94,1
0,0,261,18736,1,0
0,0,302,1651,15,0
0,0,0,0,243,1
0,0,0,0,287,1
0,0,0,0,256,1
0,2,8,0,1,1
0,0,0,0,57,1
0,2,1032,0,142,1
0,1,105,145,7,0
0,0,383,0,2,0
0,0,0,0,119,1
0,0,303,8611,2,0
8397,0,1,0,2,1
0,0,0,0,211,1
0,0,867,330,1,0
0,0,292,2367,3,0
0,0,0,0,274,1
0,1,1,0,150,1
0,0,300,13020,11,0
0,0,0,0,1,0
0,2,8,0,1,1
0,0,288,475,13,0
0,0,244,4297,1,0
1,0,0,0,304,1
0,0,234,3295,2,0
0,0,0,0,186,1
0,0,244,1610,8,0
0,0,0,0,193,1
0,0,0,0,141,1
4,0,1057,372,1,0
0,2,8,0,1,1
6192,1,147,105,2,0
0,0,0,0,274,1
13958,0,1,0,2,1
0,2,1032,0,47,1
0,0,0,0,9,1
0,0,0,0,227,1
0,0,322,2514,1,0
0,0,12165,0,8,0
0,0,0,0,160,1
0,0,0,0,272,1
0,0,218,292,13,0
0,0,0,0,243,1
0,0,296,1415,16,0
0,0,0,0,192,1
0,0,214,5773,14,0
0,0,225,3895,3,0
0,0,0,0,282,1
0,0,0,0,109,1
0,0,0,0,146,1
0,0,0,0,237,1
27,0,907,2586,1,0
0,0,0,0,145,1
0,0,0,0,16,1
0,0,0,0,113,1
0,0,224,7877,4,0
0,0,316,3451,11,0
0,0,325,644,9,0
0,0,334,0,1,1
0,2,8,0,1,1
0,0,305,2239,4,0
0,0,0,0,9,0
0,0,0,0,123,1
0,0,205,525,2,0
0,0,230,2698,2,0
0,0,0,0,234,1
0,0,0,0,245,1
0,0,252,0,2,0
0,0,295,8422,34,0
0,0,0,0,218,1
26,0,874,2586,1,0
3,0,102,1309,1,0
0,0,0,0,117,1
0,0,328,4185,17,0
0,0,0,0,275,1
0,0,0,0,52,1
0,2,8,0,1,1
0,0,236,23401,13,0
0,0,0,0,149,1
0,0,237,4326,3,0
0,0,0,0,1,0
12,1,105,146,2,0
0,0,0,0,1,0
0,0,0,0,104,1
0,0,54540,8314,4,1
0,0,0,0,107,1
0,0,0,0,50,1
0,0,0,0,287,1
0,0,19,0,1,0
0,0,125,236,1,0
0,0,0,0,221,1
0,0,292,8277,12,0
0,0,0,0,107,1
0,0,8769,369,1,0
0,2,8,0,1,1
0,1,28,0,56,1
0,1,44,70,109,0
0,0,0,0,173,1
0,1,1,0,68,1
0,0,236,5056,8,0
0,0,0,0,102,1
0,0,0,0,80,1
0,0,0,0,102,1
0,2,1032,0,511,1
0,0,358,2764,25,0
0,1,44,130,91,0
0,0,0,0,119,1
0,0,147,38988,1,0
0,0,0,0,146,1
0,1,42,42,6,0
0,0,0,0,140,1
0,0,241,795,7,0
0,0,0,0,1,1
0,0,167,0,2,0
1,0,1874,371,1,0
0,0,313,1919,6,0
0,0,0,0,83,1
0,0,227,2647,9,0
0,0,0,0,140,1
0,0,0,0,254,1
4,0,0,0,145,1
0,0,211,404,13,0
0,0,0,0,136,1
0,0,0,0,300,1
0,1,43,129,148,0
0,0,330,10117,5,0
0,0,0,0,234,1
4,0,6,147,511,1
0,0,0,0,144,1
0,0,220,1719,17,0
0,0,0,0,189,1
0,0,286,9443,5,0
0,0,0,0,273,1
0,1,45,71,153,0
0,0,1809,325,1,0
0,0,0,0,201,1
0,1,46,75,127,0
0,0,0,0,70,1
0,0,0,0,133,1
0,1,46,46,119,0
0,0,331,13692,1,0
0,0,0,0,109,1
0,0,0,0,106,1
0,0,342,659,4,0
0,0,330,2445,2,0
0,2,1032,0,511,1
0,0,12165,0,3,0
0,1,44,44,160,0
0,0,232,9567,1,0
0,0,244,2202,2,0
0,0,228,269,16,0
0,0,0,0,139,1
0,0,327,1469,7,0
0,0,0,0,200,1
0,0,0,0,270,1
0,0,0,0,53,1
0,0,0,0,188,1
0,0,15377,0,4,0
0,0,0,0,121,1
0,1,105,147,7,0
0,0,0,0,211,1
0,0,0,0,119,1
0,0,216,8970,14,0
0,0,232,2507,1,0
0,0,196,210,3,0
0,0,211,305,15,0
0,0,201,1865,7,0
0,0,236,324,11,0
0,0,296,1511,3,0
0,0,333,579,19,0
0,0,0,0,116,1
0,0,0,0,150,1
0,0,567,0,1,0
0,0,7321,0,2,0
0,0,0,0,249,1
0,0,0,0,243,1
1,0,1183,332,1,0
17903,0,5830,122343,1,0
0,0,0,0,278,1
0,0,0,0,79,1
0,0,6,0,511,1
0,0,312,1592,4,0
0,0,0,0,6,1
4794,1,146,105,4,0
0,0,0,0,1,0
0,0,0,0,240,1
39438,0,1,0,2,1
0,0,0,0,105,1
0,0,0,0,238,1
8,0,1630,335,1,0
2,0,13684,15580,2,0
0,2,89,0,2,0
0,0,240,31639,2,0
0,0,0,0,198,1
0,0,2483,329,1,0
0,0,0,0,22,1
0,0,0,0,226,1
0,0,0,0,133,1
0,0,7077,0,4,0
0,0,0,0,157,1
0,0,305,289,16,0
0,0,0,0,1,0
0,0,318,2435,35,0
0,0,0,0,16,1
6285,1,147,105,1,0
0,0,326,498,11,0
0,0,0,0,83,1
21,0,238,772,1,0
0,0,926,332,1,0
0,0,0,0,122,1
0,2,30,0,1,0
0,0,0,0,159,1
0,0,0,0,97,1
0,0,1699,0,10,0
0,0,810,330,1,0
27,0,944,2720,1,0
0,0,54540,7300,2,1
0,0,0,0,110,1
27,0,1220,3380,1,0
3,0,2194619,0,2,0
0,0,289,8760,20,0
0,2,8,0,1,1
0,0,0,0,249,1
0,1,44,44,150,0
0,0,225,1472,6,0
0,0,306,450,23,0
9,0,0,5149533,1,1
0,0,0,0,220,1
0,2,8,0,1,1
0,0,172,0,12,0
0,0,0,0,240,1
0,2,8,0,1,1
0,0,190,1611,13,0
0,0,0,0,252,1
0,0,318,6014,1,0
0,1,42,42,1,0
0,0,0,0,136,1
0,0,229,2135,14,0
0,0,0,0,265,1
0,0,321,3503,9,0
0,0,0,0,1,0
0,0,189,18004,9,0
0,0,221,1109,9,0
0,0,0,0,256,1
0,0,0,0,266,1
0,0,0,0,138,1
33,0,1468,4152,1,0
0,0,0,0,106,1
0,0,182,686,5,0
0,0,223,18942,4,0
0,1,44,74,36,0
0,0,0,0,37,1
0,0,256,9621,4,0
0,0,361,1256,11,0
1,0,303,1381,1,0
6565,1,147,105,1,0
0,0,12,0,2,0
0,0,229,396,1,0
0,0,310,3518,2,0
0,0,0,0,146,1
0,0,230,241,4,0
0,1,45,92,228,0
0,0,225,352,2,0
0,0,0,0,1,1
0,0,0,0,231,1
9505,1,147,105,1,0
0,0,221,294,16,0
0,0,0,0,233,1
0,0,948,325,1,0
0,0,215,1425,6,0
0,0,0,0,202,1
0,0,0,0,236,1
0,0,0,0,2,0
0,0,277,987,3,0
0,0,0,0,37,1
0,1,44,100,300,0
0,2,8,0,1,1
0,0,0,0,246,1
0,0,262,360,21,0
0,0,0,0,93,1
0,0,0,0,259,1
